5 621
6 658
7 471
8 583
9 623
10 592
11 724
12 683
13 890
14 699
15 521
16 763
17 725
18 796
19 935
20 769
21 988
22 989
23 912
24 1038
25 1103
26 1206
27 945
28 1033
29 1248
30 1240
31 1253
32 1305
33 1461
34 1402
35 1284
36 1459
37 1555
38 1554
39 1663
40 1498
41 1524
42 1559
43 1487
44 1646
45 1915
